HS 2012 Product Code,HS 2012 Product Description,HS 1996 Product Code,HS 1996 Product Description
900710,Cameras,900719,Cameras :-- Other
900720,Projectors,900720,Projectors
900791,For cameras,900791,Parts and accessories :-- For cameras
900792,For projectors,900792,Parts and accessories :-- For projectors
900850,"Projectors, enlargers and reducers",900830,Other image projectors
900890,Parts and accessories,900890,Parts and accessories
901010,Apparatus and equipment for automatically developing photographic (including cinematographic) film or paper in rolls or for automatically exposing developed film to rolls of photographic paper,901010,Apparatus and equipment for automatically developing photographic (including cinematographic) film or paper in rolls or for automatically exposing developed film to rolls of photographic paper
901050,Other apparatus and equipment for photographic (including cinematographic) laboratories; negatoscopes,901050,Other apparatus and equipment for photographic (including cinematographic) laboratories; negatoscopes
901060,Projection screens,901060,Projection screens
901090,Parts and accessories,901090,Parts and accessories
901110,Stereoscopic microscopes,901110,Stereoscopic microscopes
901120,"Other microscopes, for photomicrography, cinephoto-micrography or microprojection",901120,"Other microscopes, for photomicrography, cinephotomicrography or microprojection"
901180,Other microscopes,901180,Other microscopes
901190,Parts and accessories,901190,Parts and accessories
901210,Microscopes other than optical microscopes; diffraction apparatus,901210,Microscopes other than optical microscopes and diffraction apparatus
901290,Parts and accessories,901290,Parts and accessories
901310,"Telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, appliances, instruments or apparatus of this Chapter or Section XVI",901310,"Telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, appliances, instruments or apparatus of this Chapter or Section XVI"
901320,"Lasers, other than laser diodes",901320,"Lasers, other than laser diodes"
901380,"Other devices, appliances and instruments",901380,"Other devices, appliances and instruments"
901390,Parts and accessories,901390,Parts and accessories
901410,Direction finding compasses,901410,Direction finding compasses
901420,Instruments and appliances for aeronautical or space navigation (other than compasses),901420,Instruments and appliances for aeronautical or space navigation (other than compasses)
901480,Other instruments and appliances,901480,Other instruments and appliances
901490,Parts and accessories,901490,Parts and accessories
901510,Rangefinders,901510,Rangefinders
901520,Theodolites and tachymeters (tacheometers),901520,Theodolites and tacheometers
901530,Levels,901530,Levels
901540,Photogrammetrical surveying instruments and appliances,901540,Photogrammetrical surveying instruments and appliances
901580,Other instruments and appliances,901580,Other instruments and appliances
901590,Parts and accessories,901590,Parts and accessories
901600,"Balances of a sensitivity of 5 cg or better, with or without weights.",901600,"Balances of a sensitivity of 5 cg or better, with or without weights."
901710,"Drafting tables and machines, whether or not automatic",901710,"Drafting tables and machines, whether or not automatic"
901720,"Other drawing, marking-out or mathematical calculating instruments",901720,"Other drawing, marking-out or mathematical calculating instruments"
901730,"Micrometers, callipers and gauges",901730,"Micrometers, callipers and gauges"
901780,Other instruments,901780,Other instruments
901790,Parts and accessories,901790,Parts and accessories
901811,Electro-cardiographs,901811,Electro-diagnostic apparatus (including apparatus for functional exploratory examination or for checking physiological parameters) :-- Electro-cardiographs
901812,Ultrasonic scanning apparatus,901812,Electro-diagnostic apparatus (including apparatus for functional exploratory examination or for checking physiological parameters) :-- Ultrasonic scanning apparatus
901813,Magnetic resonance imaging apparatus,901813,Electro-diagnostic apparatus (including apparatus for functional exploratory examination or for checking physiological parameters) :-- Magnetic resonance imaging apparatus
901814,Scintigraphic apparatus,901814,Electro-diagnostic apparatus (including apparatus for functional exploratory examination or for checking physiological parameters) :-- Scintigraphic apparatus
901819,Other,901819,Electro-diagnostic apparatus (including apparatus for functional exploratory examination or for checking physiological parameters) :-- Other
901820,Ultra-violet or infra-red ray apparatus,901820,Ultra-violet or infra-red ray apparatus
901831,"Syringes, with or without needles",901831,"Syringes, needles, catheters, cannulae and the like :-- Syringes, with or without needles"
901832,Tubular metal needles and needles for sutures,901832,"Syringes, needles, catheters, cannulae and the like :-- Tubular metal needles and needles for sutures"
901839,Other,901839,"Syringes, needles, catheters, cannulae and the like :-- Other"
901841,"Dental drill engines, whether or not combined on a single base with other dental equipment",901841,"Other instruments and appliances, used in dental sciences :-- Dental drill engines, whether or not combined on a single base with other dental equipment"
901849,Other,901849,"Other instruments and appliances, used in dental sciences :-- Other"
901850,Other ophthalmic instruments and appliances,901850,Other ophthalmic instruments and appliances
901890,Other instruments and appliances,901890,Other instruments and appliances
901910,Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus,901910,Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus
901920,"Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic respiration apparatus",901920,"Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic respiration apparatus"
902000,"Other breathing appliances and gas masks, excluding protective masks having neither mechanical parts nor replaceable filters.",902000,"Other breathing appliances and gas masks, excluding protective masks having neither mechanical parts nor replaceable filters."
902110,Orthopaedic or fracture appliances,902119,Artificial joints and other orthopaedic or fracture appliances :-- Other
902121,Artificial teeth,902121,Artificial teeth and dental fittings :-- Artificial teeth
902129,Other,902129,Artificial teeth and dental fittings :-- Other
902131,Artificial joints,902111,Artificial joints and other orthopaedic or fracture appliances :-- Artificial joints
902139,Other,902130,Other artificial parts of the body
902140,"Hearing aids, excluding parts and accessories",902140,"Hearing aids, excluding parts and accessories"
902150,"Pacemakers for stimulating heart muscles, excluding parts and accessories",902150,"Pacemakers for stimulating heart muscles, excluding parts and accessories"
902190,Other,902190,Other
902212,Computed tomography apparatus,902212,"Apparatus based on the use of X-rays, whether or not for medical, surgical, dental or veterinary uses, including radiography or radiotherapy apparatus :-- Computed tomography apparatus"
902213,"Other, for dental uses",902213,"Apparatus based on the use of X-rays, whether or not for medical, surgical, dental or veterinary uses, including radiography or radiotherapy apparatus :-- Other, for dental uses"
902214,"Other, for medical, surgical or veterinary uses",902214,"Apparatus based on the use of X-rays, whether or not for medical, surgical, dental or veterinary uses, including radiography or radiotherapy apparatus :-- Other, for medical, surgical or veterinary uses"
902219,For other uses,902219,"Apparatus based on the use of X-rays, whether or not for medical, surgical, dental or veterinary uses, including radiography or radiotherapy apparatus :-- For other uses"
902221,"For medical, surgical, dental or veterinary uses",902221,"Apparatus based on the use of alpha, beta or gamma radiations, whether or not for medical, surgical, dental or veterinary uses, including radiography or radiotherapy apparatus :-- For medical, surgical, dental or veterina"
902229,For other uses,902229,"Apparatus based on the use of alpha, beta or gamma radiations, whether or not for medical, surgical, dental or veterinary uses, including radiography or radiotherapy apparatus :-- For other uses"
902230,X-ray tubes,902230,X-ray tubes
902290,"Other, including parts and accessories",902290,"Other, including parts and accessories"
902300,"Instruments, apparatus and models, designed for demonstrational purposes (for example, in education or exhibitions), unsuitable for other uses.",902300,"Instruments, apparatus and models, designed for demonstrational purposes (for example, in education or exhibitions), unsuitable for other uses."
902410,Machines and appliances for testing metals,902410,Machines and appliances for testing metals
902480,Other machines and appliances,902480,Other machines and appliances
902490,Parts and accessories,902490,Parts and accessories
902511,"Liquid-filled, for direct reading",902511,"Thermometers and pyrometers, not combined with other instruments :-- Liquid-filled, for direct reading"
902519,Other,902519,"Thermometers and pyrometers, not combined with other instruments :-- Other"
